,Date,Korean won   (KRW)                     
0,3-Jan-1994,807.2
1,4-Jan-1994,808.1
2,5-Jan-1994,809.0
3,6-Jan-1994,811.3
4,7-Jan-1994,813.0
5,10-Jan-1994,813.4
6,11-Jan-1994,812.0
7,12-Jan-1994,811.7
8,13-Jan-1994,811.3
9,14-Jan-1994,811.0
10,17-Jan-1994,811.5
11,18-Jan-1994,812.3
12,19-Jan-1994,812.0
13,20-Jan-1994,810.6
14,21-Jan-1994,810.5
15,24-Jan-1994,810.2
16,25-Jan-1994,809.4
17,26-Jan-1994,809.1
18,27-Jan-1994,808.7
19,28-Jan-1994,808.4
20,31-Jan-1994,808.1
21,1-Feb-1994,808.8
22,2-Feb-1994,807.9
23,3-Feb-1994,807.7
24,4-Feb-1994,807.6
25,7-Feb-1994,807.6
26,8-Feb-1994,808.7
30,14-Feb-1994,811.0
31,15-Feb-1994,812.4
32,16-Feb-1994,810.8
33,17-Feb-1994,811.0
34,18-Feb-1994,810.5
35,21-Feb-1994,810.1
36,22-Feb-1994,809.4
37,23-Feb-1994,809.3
38,24-Feb-1994,808.3
39,25-Feb-1994,808.1
40,28-Feb-1994,808.0
42,2-Mar-1994,808.6
43,3-Mar-1994,807.1
44,4-Mar-1994,807.4
45,7-Mar-1994,807.0
46,8-Mar-1994,807.3
47,9-Mar-1994,808.8
48,10-Mar-1994,808.6
49,11-Mar-1994,809.3
50,14-Mar-1994,806.4
51,15-Mar-1994,807.0
52,16-Mar-1994,807.2
53,17-Mar-1994,806.5
54,18-Mar-1994,806.3
55,21-Mar-1994,806.8
56,22-Mar-1994,807.2
57,23-Mar-1994,807.5
58,24-Mar-1994,808.0
59,25-Mar-1994,808.0
60,28-Mar-1994,809.0
61,29-Mar-1994,808.8
62,30-Mar-1994,807.6
63,31-Mar-1994,806.5
64,1-Apr-1994,807.2
65,4-Apr-1994,807.9
67,6-Apr-1994,809.8
68,7-Apr-1994,809.3
69,8-Apr-1994,809.2
70,11-Apr-1994,811.1
71,12-Apr-1994,810.3
72,13-Apr-1994,810.3
73,14-Apr-1994,809.4
74,15-Apr-1994,809.2
75,18-Apr-1994,809.2
76,19-Apr-1994,809.0
77,20-Apr-1994,808.4
78,21-Apr-1994,807.4
79,22-Apr-1994,807.4
80,25-Apr-1994,807.2
81,26-Apr-1994,807.4
82,27-Apr-1994,807.2
83,28-Apr-1994,807.0
84,29-Apr-1994,807.3
85,2-May-1994,807.5
86,3-May-1994,807.9
87,4-May-1994,807.1
89,6-May-1994,806.0
90,9-May-1994,806.4
91,10-May-1994,808.3
92,11-May-1994,806.8
93,12-May-1994,806.2
94,13-May-1994,805.9
95,16-May-1994,806.0
96,17-May-1994,806.3
98,19-May-1994,806.2
99,20-May-1994,806.4
100,23-May-1994,806.5
101,24-May-1994,806.1
102,25-May-1994,806.2
103,26-May-1994,806.5
104,27-May-1994,806.6
105,30-May-1994,806.6
106,31-May-1994,806.1
107,1-Jun-1994,806.1
108,2-Jun-1994,806.5
109,3-Jun-1994,806.4
110,6-Jun-1994,806.3
111,7-Jun-1994,806.3
112,8-Jun-1994,806.4
113,9-Jun-1994,806.3
114,10-Jun-1994,806.3
115,13-Jun-1994,806.3
116,14-Jun-1994,806.7
117,15-Jun-1994,807.0
118,16-Jun-1994,806.8
119,17-Jun-1994,806.3
120,20-Jun-1994,806.8
121,21-Jun-1994,808.5
122,22-Jun-1994,808.9
123,23-Jun-1994,801.0
124,24-Jun-1994,806.2
125,27-Jun-1994,806.4
126,28-Jun-1994,807.2
127,29-Jun-1994,806.4
128,30-Jun-1994,805.5
129,1-Jul-1994,805.1
130,4-Jul-1994,805.1
131,5-Jul-1994,806.3
132,6-Jul-1994,806.5
133,7-Jul-1994,805.7
134,8-Jul-1994,805.9
135,11-Jul-1994,805.6
136,12-Jul-1994,805.8
137,13-Jul-1994,806.1
138,14-Jul-1994,805.9
139,15-Jul-1994,806.4
140,18-Jul-1994,807.0
141,19-Jul-1994,807.3
142,20-Jul-1994,806.0
143,21-Jul-1994,805.3
144,22-Jul-1994,805.1
145,25-Jul-1994,803.9
146,26-Jul-1994,802.6
147,27-Jul-1994,802.6
148,28-Jul-1994,802.4
149,29-Jul-1994,802.3
150,1-Aug-1994,802.6
151,2-Aug-1994,802.8
152,3-Aug-1994,802.6
153,4-Aug-1994,802.7
154,5-Aug-1994,802.6
155,8-Aug-1994,802.7
156,9-Aug-1994,803.7
157,10-Aug-1994,804.8
158,11-Aug-1994,804.6
159,12-Aug-1994,804.3
161,16-Aug-1994,805.8
162,17-Aug-1994,806.1
163,18-Aug-1994,804.7
164,19-Aug-1994,803.7
165,22-Aug-1994,804.3
166,23-Aug-1994,804.0
167,24-Aug-1994,803.6
168,25-Aug-1994,802.5
169,26-Aug-1994,802.2
170,29-Aug-1994,802.1
171,30-Aug-1994,801.6
172,31-Aug-1994,801.1
173,1-Sep-1994,800.5
174,2-Sep-1994,800.5
175,5-Sep-1994,800.8
176,6-Sep-1994,801.2
177,7-Sep-1994,801.2
178,8-Sep-1994,801.5
179,9-Sep-1994,801.3
180,12-Sep-1994,800.8
181,13-Sep-1994,800.5
182,14-Sep-1994,800.0
183,15-Sep-1994,800.2
188,22-Sep-1994,799.7
189,23-Sep-1994,800.9
190,26-Sep-1994,802.5
191,27-Sep-1994,802.8
192,28-Sep-1994,800.6
193,29-Sep-1994,799.1
194,30-Sep-1994,798.9
196,4-Oct-1994,798.2
197,5-Oct-1994,800.2
198,6-Oct-1994,800.4
199,7-Oct-1994,798.8
200,10-Oct-1994,799.0
201,11-Oct-1994,799.1
202,12-Oct-1994,800.2
203,13-Oct-1994,800.6
204,14-Oct-1994,799.2
205,17-Oct-1994,798.8
206,18-Oct-1994,800.0
207,19-Oct-1994,799.8
208,20-Oct-1994,798.8
209,21-Oct-1994,799.0
210,24-Oct-1994,798.4
211,25-Oct-1994,797.5
212,26-Oct-1994,798.0
213,27-Oct-1994,797.6
214,28-Oct-1994,797.3
215,31-Oct-1994,796.9
216,1-Nov-1994,797.1
217,2-Nov-1994,797.2
218,3-Nov-1994,797.4
219,4-Nov-1994,797.3
220,7-Nov-1994,797.2
221,8-Nov-1994,797.0
222,9-Nov-1994,797.8
223,10-Nov-1994,797.0
224,11-Nov-1994,797.0
225,14-Nov-1994,797.1
226,15-Nov-1994,797.0
227,16-Nov-1994,796.6
228,17-Nov-1994,796.3
229,18-Nov-1994,796.2
230,21-Nov-1994,796.0
231,22-Nov-1994,795.7
232,23-Nov-1994,795.4
233,24-Nov-1994,795.2
234,25-Nov-1994,795.2
235,28-Nov-1994,794.9
236,29-Nov-1994,794.6
237,30-Nov-1994,794.3
238,1-Dec-1994,794.5
239,2-Dec-1994,794.0
240,5-Dec-1994,792.2
241,6-Dec-1994,791.8
242,7-Dec-1994,791.3
243,8-Dec-1994,791.1
244,9-Dec-1994,791.3
245,12-Dec-1994,791.6
246,13-Dec-1994,792.7
247,14-Dec-1994,792.7
248,15-Dec-1994,792.9
249,16-Dec-1994,793.2
250,19-Dec-1994,793.5
251,20-Dec-1994,793.1
252,21-Dec-1994,792.1
253,22-Dec-1994,791.5
254,23-Dec-1994,791.2
255,27-Dec-1994,791.1
256,28-Dec-1994,790.5
257,29-Dec-1994,790.1
258,30-Dec-1994,789.6
260,3-Jan-1995,788.7
261,4-Jan-1995,788.5
262,5-Jan-1995,789.3
263,6-Jan-1995,789.6
264,9-Jan-1995,790.3
265,10-Jan-1995,791.0
266,11-Jan-1995,791.2
267,12-Jan-1995,790.2
268,13-Jan-1995,790.0
269,16-Jan-1995,792.8
270,17-Jan-1995,792.7
271,18-Jan-1995,792.0
272,19-Jan-1995,792.5
273,20-Jan-1995,792.4
274,23-Jan-1995,792.5
275,24-Jan-1995,792.3
276,25-Jan-1995,790.1
277,26-Jan-1995,787.4
278,27-Jan-1995,785.3
282,2-Feb-1995,786.7
283,3-Feb-1995,788.9
284,6-Feb-1995,791.6
285,7-Feb-1995,792.1
286,8-Feb-1995,789.9
287,9-Feb-1995,790.3
288,10-Feb-1995,790.8
289,13-Feb-1995,793.5
290,14-Feb-1995,793.2
291,15-Feb-1995,791.0
292,16-Feb-1995,791.3
293,17-Feb-1995,794.4
294,20-Feb-1995,794.8
296,22-Feb-1995,788.7
297,23-Feb-1995,788.7
298,24-Feb-1995,788.1
299,27-Feb-1995,787.1
300,28-Feb-1995,786.0
302,2-Mar-1995,787.9
303,3-Mar-1995,789.5
304,6-Mar-1995,790.8
305,7-Mar-1995,787.7
306,8-Mar-1995,785.7
307,9-Mar-1995,785.1
308,10-Mar-1995,783.9
309,13-Mar-1995,783.3
310,14-Mar-1995,779.9
311,15-Mar-1995,780.7
312,16-Mar-1995,779.2
313,17-Mar-1995,778.7
314,20-Mar-1995,775.7
315,21-Mar-1995,774.5
316,22-Mar-1995,772.9
317,23-Mar-1995,768.4
318,24-Mar-1995,766.5
319,27-Mar-1995,770.9
320,28-Mar-1995,769.7
321,29-Mar-1995,771.2
322,30-Mar-1995,771.6
323,31-Mar-1995,771.5
324,3-Apr-1995,771.4
325,4-Apr-1995,770.9
327,6-Apr-1995,771.1
328,7-Apr-1995,772.0
329,10-Apr-1995,769.8
330,11-Apr-1995,767.8
331,12-Apr-1995,768.8
332,13-Apr-1995,769.6
333,14-Apr-1995,770.4
334,17-Apr-1995,770.2
335,18-Apr-1995,768.8
336,19-Apr-1995,767.7
337,20-Apr-1995,766.3
338,21-Apr-1995,765.7
339,24-Apr-1995,764.4
340,25-Apr-1995,762.8
341,26-Apr-1995,761.9
342,27-Apr-1995,761.8
343,28-Apr-1995,760.9
345,2-May-1995,761.8
346,3-May-1995,762.1
347,4-May-1995,762.3
349,8-May-1995,762.5
350,9-May-1995,760.6
351,10-May-1995,759.9
352,11-May-1995,760.3
353,12-May-1995,761.1
354,15-May-1995,763.3
355,16-May-1995,763.2
356,17-May-1995,761.9
357,18-May-1995,761.9
358,19-May-1995,761.5
359,22-May-1995,760.7
360,23-May-1995,761.3
361,24-May-1995,761.8
362,25-May-1995,760.3
363,26-May-1995,760.1
364,29-May-1995,760.6
365,30-May-1995,760.1
366,31-May-1995,760.1
367,1-Jun-1995,759.0
368,2-Jun-1995,758.8
369,5-Jun-1995,760.8
371,7-Jun-1995,761.9
372,8-Jun-1995,761.0
373,9-Jun-1995,760.5
374,12-Jun-1995,764.3
375,13-Jun-1995,763.9
376,14-Jun-1995,762.1
377,15-Jun-1995,763.2
378,16-Jun-1995,762.4
380,20-Jun-1995,760.8
381,21-Jun-1995,760.5
382,22-Jun-1995,760.5
383,23-Jun-1995,760.6
384,26-Jun-1995,760.3
386,28-Jun-1995,759.7
387,29-Jun-1995,758.6
388,30-Jun-1995,758.1
389,3-Jul-1995,758.0
390,4-Jul-1995,756.5
391,5-Jul-1995,759.1
392,6-Jul-1995,756.1
393,7-Jul-1995,756.0
394,10-Jul-1995,757.2
395,11-Jul-1995,757.6
396,12-Jul-1995,757.7
397,13-Jul-1995,757.3
398,14-Jul-1995,757.1
399,17-Jul-1995,759.1
400,18-Jul-1995,759.1
401,19-Jul-1995,758.2
402,20-Jul-1995,756.9
403,21-Jul-1995,756.5
404,24-Jul-1995,756.1
405,25-Jul-1995,756.2
406,26-Jul-1995,756.1
407,27-Jul-1995,756.1
408,28-Jul-1995,756.0
409,31-Jul-1995,756.5
410,1-Aug-1995,757.1
411,2-Aug-1995,757.2
412,3-Aug-1995,757.5
413,4-Aug-1995,758.8
414,7-Aug-1995,759.0
415,8-Aug-1995,758.6
416,9-Aug-1995,758.2
417,10-Aug-1995,758.0
418,11-Aug-1995,758.3
419,14-Aug-1995,760.1
421,16-Aug-1995,762.0
422,17-Aug-1995,770.2
423,18-Aug-1995,778.4
424,21-Aug-1995,782.8
425,22-Aug-1995,781.0
426,23-Aug-1995,775.4
427,24-Aug-1995,775.8
428,25-Aug-1995,777.1
429,28-Aug-1995,776.6
430,29-Aug-1995,774.8
431,30-Aug-1995,774.4
432,31-Aug-1995,777.1
433,1-Sep-1995,775.7
434,4-Sep-1995,772.7
435,5-Sep-1995,770.3
436,6-Sep-1995,769.9
437,7-Sep-1995,771.2
438,8-Sep-1995,771.2
440,12-Sep-1995,771.9
441,13-Sep-1995,773.7
442,14-Sep-1995,775.2
443,15-Sep-1995,777.1
444,18-Sep-1995,776.0
445,19-Sep-1995,777.8
446,20-Sep-1995,775.7
447,21-Sep-1995,775.3
448,22-Sep-1995,771.3
449,25-Sep-1995,769.8
450,26-Sep-1995,769.5
451,27-Sep-1995,769.0
452,28-Sep-1995,768.3
453,29-Sep-1995,768.5
454,2-Oct-1995,768.4
455,3-Oct-1995,768.4
456,4-Oct-1995,768.0
457,5-Oct-1995,768.2
458,6-Oct-1995,767.8
459,9-Oct-1995,768.8
460,10-Oct-1995,767.6
461,11-Oct-1995,768.4
462,12-Oct-1995,769.7
463,13-Oct-1995,768.2
464,16-Oct-1995,768.6
465,17-Oct-1995,768.7
468,20-Oct-1995,766.4
469,23-Oct-1995,767.5
470,24-Oct-1995,766.0
471,25-Oct-1995,765.9
472,26-Oct-1995,765.5
473,27-Oct-1995,766.2
474,30-Oct-1995,766.0
475,31-Oct-1995,765.5
476,1-Nov-1995,765.7
477,2-Nov-1995,765.8
478,3-Nov-1995,769.2
479,6-Nov-1995,772.1
480,7-Nov-1995,771.2
481,8-Nov-1995,771.8
482,9-Nov-1995,771.1
483,10-Nov-1995,769.6
484,13-Nov-1995,768.5
485,14-Nov-1995,769.0
486,15-Nov-1995,769.3
487,16-Nov-1995,769.0
488,17-Nov-1995,768.8
489,20-Nov-1995,769.5
490,21-Nov-1995,772.4
491,22-Nov-1995,769.9
492,23-Nov-1995,768.6
493,24-Nov-1995,768.5
494,27-Nov-1995,768.7
495,28-Nov-1995,769.0
496,29-Nov-1995,768.8
497,30-Nov-1995,769.2
498,1-Dec-1995,770.2
499,4-Dec-1995,770.7
500,5-Dec-1995,769.4
501,6-Dec-1995,769.7
502,7-Dec-1995,769.7
503,8-Dec-1995,769.9
504,11-Dec-1995,769.8
505,12-Dec-1995,769.4
506,13-Dec-1995,769.9
507,14-Dec-1995,769.9
508,15-Dec-1995,770.4
509,18-Dec-1995,771.5
510,19-Dec-1995,771.5
511,20-Dec-1995,771.4
512,21-Dec-1995,771.8
513,22-Dec-1995,772.1
515,26-Dec-1995,772.6
516,27-Dec-1995,772.7
517,28-Dec-1995,771.9
518,29-Dec-1995,773.2
520,3-Jan-1996,774.7
521,4-Jan-1996,776.8
522,5-Jan-1996,786.0
523,8-Jan-1996,787.5
524,9-Jan-1996,789.5
525,10-Jan-1996,788.1
526,11-Jan-1996,786.9
527,12-Jan-1996,790.3
528,15-Jan-1996,790.6
529,16-Jan-1996,791.2
530,17-Jan-1996,792.4
531,18-Jan-1996,791.5
532,19-Jan-1996,789.8
533,22-Jan-1996,789.6
534,23-Jan-1996,789.2
535,24-Jan-1996,788.3
536,25-Jan-1996,786.2
537,26-Jan-1996,787.5
538,29-Jan-1996,785.1
539,30-Jan-1996,783.4
540,31-Jan-1996,784.3
541,1-Feb-1996,785.9
542,2-Feb-1996,784.1
543,5-Feb-1996,782.8
544,6-Feb-1996,779.2
545,7-Feb-1996,777.8
546,8-Feb-1996,779.6
547,9-Feb-1996,789.0
548,12-Feb-1996,781.0
549,13-Feb-1996,778.7
550,14-Feb-1996,778.6
551,15-Feb-1996,778.6
552,16-Feb-1996,777.9
553,19-Feb-1996,779.2
554,20-Feb-1996,779.2
555,21-Feb-1996,779.2
556,22-Feb-1996,779.6
557,23-Feb-1996,779.1
558,26-Feb-1996,780.2
559,27-Feb-1996,780.2
560,28-Feb-1996,779.4
561,29-Feb-1996,780.7
563,4-Mar-1996,782.9
564,5-Mar-1996,780.9
565,6-Mar-1996,779.4
566,7-Mar-1996,778.8
567,8-Mar-1996,778.1
568,11-Mar-1996,777.9
569,12-Mar-1996,779.1
570,13-Mar-1996,780.5
571,14-Mar-1996,780.2
572,15-Mar-1996,780.5
573,18-Mar-1996,780.7
574,19-Mar-1996,781.8
575,20-Mar-1996,781.7
576,21-Mar-1996,782.2
577,22-Mar-1996,783.6
578,25-Mar-1996,784.2
579,26-Mar-1996,782.5
580,27-Mar-1996,782.9
581,28-Mar-1996,782.4
582,29-Mar-1996,782.5
583,1-Apr-1996,782.7
584,2-Apr-1996,782.1
585,3-Apr-1996,780.6
586,4-Apr-1996,780.4
588,8-Apr-1996,779.5
589,9-Apr-1996,780.1
590,10-Apr-1996,780.4
592,12-Apr-1996,781.8
593,15-Apr-1996,782.7
594,16-Apr-1996,782.5
595,17-Apr-1996,782.1
596,18-Apr-1996,781.7
597,19-Apr-1996,780.5
598,22-Apr-1996,779.1
599,23-Apr-1996,778.9
600,24-Apr-1996,779.0
601,25-Apr-1996,778.9
602,26-Apr-1996,779.2
603,29-Apr-1996,779.1
604,30-Apr-1996,778.7
606,2-May-1996,778.7
607,3-May-1996,778.7
608,6-May-1996,778.3
609,7-May-1996,778.1
610,8-May-1996,778.2
611,9-May-1996,778.2
612,10-May-1996,778.2
613,13-May-1996,778.2
614,14-May-1996,778.2
615,15-May-1996,778.1
616,16-May-1996,778.2
617,17-May-1996,778.7
618,20-May-1996,779.5
619,21-May-1996,779.8
620,22-May-1996,780.1
621,23-May-1996,780.9
624,28-May-1996,782.6
625,29-May-1996,785.8
626,30-May-1996,788.5
627,31-May-1996,787.9
628,3-Jun-1996,788.7
629,4-Jun-1996,786.5
630,5-Jun-1996,786.6
632,7-Jun-1996,786.7
633,10-Jun-1996,786.9
634,11-Jun-1996,789.8
635,12-Jun-1996,791.7
636,13-Jun-1996,794.8
637,14-Jun-1996,796.8
638,17-Jun-1996,796.6
639,18-Jun-1996,797.3
640,19-Jun-1996,798.9
641,20-Jun-1996,798.7
642,21-Jun-1996,802.8
643,24-Jun-1996,812.6
644,25-Jun-1996,810.9
645,26-Jun-1996,811.0
646,27-Jun-1996,809.4
647,28-Jun-1996,809.0
648,1-Jul-1996,810.6
649,2-Jul-1996,809.9
650,3-Jul-1996,811.2
651,4-Jul-1996,811.3
652,5-Jul-1996,809.3
653,8-Jul-1996,812.8
654,9-Jul-1996,813.8
655,10-Jul-1996,812.4
656,11-Jul-1996,810.7
657,12-Jul-1996,812.0
658,15-Jul-1996,812.9
659,16-Jul-1996,814.2
661,18-Jul-1996,813.8
662,19-Jul-1996,813.1
663,22-Jul-1996,814.0
664,23-Jul-1996,813.7
665,24-Jul-1996,813.2
666,25-Jul-1996,813.9
667,26-Jul-1996,814.2
668,29-Jul-1996,813.8
669,30-Jul-1996,814.1
670,31-Jul-1996,813.3
671,1-Aug-1996,812.9
672,2-Aug-1996,812.8
673,5-Aug-1996,813.6
674,6-Aug-1996,814.3
675,7-Aug-1996,814.2
676,8-Aug-1996,814.3
677,9-Aug-1996,814.2
678,12-Aug-1996,814.2
679,13-Aug-1996,814.4
680,14-Aug-1996,815.3
682,16-Aug-1996,819.5
683,19-Aug-1996,821.7
684,20-Aug-1996,818.5
685,21-Aug-1996,819.5
686,22-Aug-1996,818.6
687,23-Aug-1996,818.7
688,26-Aug-1996,818.3
689,27-Aug-1996,817.7
690,28-Aug-1996,818.7
691,29-Aug-1996,819.2
692,30-Aug-1996,819.2
693,2-Sep-1996,819.4
694,3-Sep-1996,819.3
695,4-Sep-1996,819.1
696,5-Sep-1996,818.9
697,6-Sep-1996,818.1
698,9-Sep-1996,818.6
699,10-Sep-1996,819.3
700,11-Sep-1996,820.0
701,12-Sep-1996,821.1
702,13-Sep-1996,822.8
703,16-Sep-1996,822.8
704,17-Sep-1996,827.3
705,18-Sep-1996,828.6
706,19-Sep-1996,828.5
709,24-Sep-1996,821.2
713,30-Sep-1996,821.2
714,1-Oct-1996,824.8
715,2-Oct-1996,821.8
717,4-Oct-1996,820.8
718,7-Oct-1996,824.1
719,8-Oct-1996,827.7
720,9-Oct-1996,828.2
721,10-Oct-1996,829.2
722,11-Oct-1996,828.0
723,14-Oct-1996,828.7
724,15-Oct-1996,829.5
725,16-Oct-1996,828.6
726,17-Oct-1996,828.1
727,18-Oct-1996,826.5
728,21-Oct-1996,827.3
729,22-Oct-1996,827.8
730,23-Oct-1996,827.9
732,25-Oct-1996,827.9
733,28-Oct-1996,829.0
734,29-Oct-1996,831.1
735,30-Oct-1996,833.6
736,31-Oct-1996,831.3
737,1-Nov-1996,828.9
738,4-Nov-1996,825.0
739,5-Nov-1996,825.4
740,6-Nov-1996,826.1
741,7-Nov-1996,829.0
742,8-Nov-1996,829.1
743,11-Nov-1996,829.5
744,12-Nov-1996,828.2
745,13-Nov-1996,828.5
746,14-Nov-1996,829.5
747,15-Nov-1996,829.1
748,18-Nov-1996,827.9
749,19-Nov-1996,827.4
750,20-Nov-1996,828.0
751,21-Nov-1996,828.9
752,22-Nov-1996,829.8
754,26-Nov-1996,828.5
755,27-Nov-1996,829.0
756,28-Nov-1996,829.9
757,29-Nov-1996,828.8
759,3-Dec-1996,829.5
760,4-Dec-1996,831.2
761,5-Dec-1996,830.7
762,6-Dec-1996,830.0
763,9-Dec-1996,831.0
764,10-Dec-1996,833.3
765,11-Dec-1996,835.0
766,12-Dec-1996,839.3
767,13-Dec-1996,842.7
768,16-Dec-1996,842.9
769,17-Dec-1996,844.0
770,18-Dec-1996,843.1
771,19-Dec-1996,843.7
772,20-Dec-1996,843.8
773,23-Dec-1996,844.1
774,24-Dec-1996,844.3
776,26-Dec-1996,844.7
777,27-Dec-1996,843.9
778,30-Dec-1996,843.7
779,31-Dec-1996,844.2
780,2-Jan-1997,844.2
781,3-Jan-1997,844.6
782,6-Jan-1997,842.7
783,7-Jan-1997,844.7
784,8-Jan-1997,844.6
785,9-Jan-1997,844.8
786,10-Jan-1997,846.7
787,13-Jan-1997,846.8
788,14-Jan-1997,847.5
789,15-Jan-1997,848.3
790,16-Jan-1997,849.1
791,17-Jan-1997,849.0
792,20-Jan-1997,848.8
793,21-Jan-1997,849.6
794,22-Jan-1997,852.1
795,23-Jan-1997,853.6
796,24-Jan-1997,854.1
797,27-Jan-1997,854.1
798,28-Jan-1997,855.0
799,29-Jan-1997,857.5
801,31-Jan-1997,859.6
802,3-Feb-1997,864.5
804,5-Feb-1997,868.6
805,6-Feb-1997,869.9
807,10-Feb-1997,867.8
808,11-Feb-1997,867.8
809,12-Feb-1997,869.3
810,13-Feb-1997,868.7
811,14-Feb-1997,874.0
812,17-Feb-1997,875.0
814,19-Feb-1997,878.7
815,20-Feb-1997,859.3
816,21-Feb-1997,855.5
817,24-Feb-1997,856.7
818,25-Feb-1997,864.4
819,26-Feb-1997,862.4
820,27-Feb-1997,862.4
821,28-Feb-1997,863.9
822,3-Mar-1997,864.2
823,4-Mar-1997,863.6
824,5-Mar-1997,864.5
826,7-Mar-1997,869.0
827,10-Mar-1997,869.5
828,11-Mar-1997,874.6
829,12-Mar-1997,877.7
830,13-Mar-1997,877.8
831,14-Mar-1997,877.8
832,17-Mar-1997,879.0
833,18-Mar-1997,879.8
834,19-Mar-1997,882.6
835,20-Mar-1997,884.4
836,21-Mar-1997,883.5
837,24-Mar-1997,884.3
838,25-Mar-1997,887.3
839,26-Mar-1997,888.7
840,27-Mar-1997,889.5
843,1-Apr-1997,892.8
844,2-Apr-1997,896.2
845,3-Apr-1997,896.0
846,4-Apr-1997,895.4
847,7-Apr-1997,893.7
848,8-Apr-1997,895.0
849,9-Apr-1997,894.2
850,10-Apr-1997,895.2
851,11-Apr-1997,894.0
852,14-Apr-1997,890.8
853,15-Apr-1997,894.4
854,16-Apr-1997,895.4
855,17-Apr-1997,894.3
856,18-Apr-1997,893.4
857,21-Apr-1997,893.7
858,22-Apr-1997,893.1
859,23-Apr-1997,892.1
860,24-Apr-1997,892.6
861,25-Apr-1997,892.2
862,28-Apr-1997,892.6
863,29-Apr-1997,892.7
864,30-Apr-1997,892.1
865,1-May-1997,892.1
866,2-May-1997,892.2
867,5-May-1997,891.9
868,6-May-1997,891.9
869,7-May-1997,894.0
870,8-May-1997,895.2
871,9-May-1997,894.1
872,12-May-1997,892.2
873,13-May-1997,890.6
875,15-May-1997,893.1
876,16-May-1997,891.2
877,19-May-1997,892.2
878,20-May-1997,891.3
879,21-May-1997,890.6
880,22-May-1997,890.9
882,26-May-1997,891.0
883,27-May-1997,891.3
884,28-May-1997,892.4
885,29-May-1997,892.6
886,30-May-1997,891.8
887,2-Jun-1997,891.8
888,3-Jun-1997,891.2
889,4-Jun-1997,891.0
890,5-Jun-1997,891.0
891,6-Jun-1997,891.0
892,9-Jun-1997,890.9
893,10-Jun-1997,890.0
894,11-Jun-1997,891.1
895,12-Jun-1997,890.6
896,13-Jun-1997,890.9
897,16-Jun-1997,889.7
898,17-Jun-1997,888.5
899,18-Jun-1997,888.5
900,19-Jun-1997,888.5
901,20-Jun-1997,888.4
902,23-Jun-1997,888.4
903,24-Jun-1997,888.3
904,25-Jun-1997,887.7
905,26-Jun-1997,887.7
906,27-Jun-1997,888.3
907,30-Jun-1997,888.1
908,1-Jul-1997,887.8
909,2-Jul-1997,888.1
910,3-Jul-1997,887.4
911,4-Jul-1997,887.2
912,7-Jul-1997,887.1
913,8-Jul-1997,887.2
915,10-Jul-1997,888.0
916,11-Jul-1997,889.0
917,14-Jul-1997,890.0
918,15-Jul-1997,891.4
919,16-Jul-1997,890.8
921,18-Jul-1997,892.8
922,21-Jul-1997,894.6
923,22-Jul-1997,893.4
924,23-Jul-1997,893.5
925,24-Jul-1997,893.7
926,25-Jul-1997,893.2
927,28-Jul-1997,891.4
928,29-Jul-1997,891.9
929,30-Jul-1997,891.7
930,31-Jul-1997,892.0
931,1-Aug-1997,890.8
932,4-Aug-1997,889.3
933,5-Aug-1997,888.8
934,6-Aug-1997,890.0
935,7-Aug-1997,892.6
936,8-Aug-1997,892.8
937,11-Aug-1997,893.8
938,12-Aug-1997,893.0
939,13-Aug-1997,894.4
940,14-Aug-1997,894.3
942,18-Aug-1997,894.6
943,19-Aug-1997,897.5
944,20-Aug-1997,897.3
945,21-Aug-1997,898.6
946,22-Aug-1997,898.5
947,25-Aug-1997,899.3
948,26-Aug-1997,903.4
949,27-Aug-1997,904.6
950,28-Aug-1997,902.1
951,29-Aug-1997,900.8
952,1-Sep-1997,902.0
953,2-Sep-1997,904.2
954,3-Sep-1997,904.0
955,4-Sep-1997,904.5
956,5-Sep-1997,905.6
957,8-Sep-1997,907.9
958,9-Sep-1997,907.9
959,10-Sep-1997,908.4
960,11-Sep-1997,908.7
961,12-Sep-1997,908.4
962,15-Sep-1997,908.7
963,16-Sep-1997,908.7
965,18-Sep-1997,908.7
966,19-Sep-1997,909.3
967,22-Sep-1997,912.5
968,23-Sep-1997,912.6
969,24-Sep-1997,913.8
970,25-Sep-1997,913.7
971,26-Sep-1997,914.6
972,29-Sep-1997,914.7
973,30-Sep-1997,914.8
974,1-Oct-1997,914.4
975,2-Oct-1997,913.0
977,6-Oct-1997,912.9
978,7-Oct-1997,914.2
979,8-Oct-1997,914.4
980,9-Oct-1997,914.8
981,10-Oct-1997,914.7
982,13-Oct-1997,914.3
983,14-Oct-1997,914.3
984,15-Oct-1997,913.7
985,16-Oct-1997,914.3
986,17-Oct-1997,914.7
987,20-Oct-1997,914.8
988,21-Oct-1997,915.5
989,22-Oct-1997,922.7
990,23-Oct-1997,921.1
991,24-Oct-1997,919.0
992,27-Oct-1997,927.9
993,28-Oct-1997,936.6
994,29-Oct-1997,942.8
995,30-Oct-1997,963.1
996,31-Oct-1997,965.1
997,3-Nov-1997,964.6
998,4-Nov-1997,967.7
999,5-Nov-1997,965.9
1000,6-Nov-1997,968.6
1001,7-Nov-1997,974.8
1002,10-Nov-1997,979.4
1003,11-Nov-1997,997.8
1004,12-Nov-1997,989.9
1005,13-Nov-1997,988.3
