,Date,Korean won   (KRW)                     
5720,28-Mar-2016,1169.4
5721,29-Mar-2016,1169.6
5722,30-Mar-2016,1163.0
5723,31-Mar-2016,1153.5
5724,1-Apr-2016,1144.5
5725,4-Apr-2016,1148.9
5726,5-Apr-2016,1147.8
5727,6-Apr-2016,1155.0
5728,7-Apr-2016,1155.9
5729,8-Apr-2016,1154.5
5730,11-Apr-2016,1156.5
5731,12-Apr-2016,1149.2
5733,14-Apr-2016,1144.7
5734,15-Apr-2016,1153.4
5735,18-Apr-2016,1150.7
5736,19-Apr-2016,1151.1
5737,20-Apr-2016,1140.5
5738,21-Apr-2016,1132.3
5739,22-Apr-2016,1134.9
5740,25-Apr-2016,1141.1
5741,26-Apr-2016,1149.7
5742,27-Apr-2016,1149.7
5743,28-Apr-2016,1145.9
5744,29-Apr-2016,1143.9
5745,2-May-2016,1138.1
5746,3-May-2016,1140.8
5747,4-May-2016,1137.1
5750,9-May-2016,1153.5
5751,10-May-2016,1164.7
5752,11-May-2016,1174.0
5753,12-May-2016,1168.1
5754,13-May-2016,1164.1
5755,16-May-2016,1169.4
5756,17-May-2016,1178.6
5757,18-May-2016,1173.3
5758,19-May-2016,1180.9
5759,20-May-2016,1190.8
5760,23-May-2016,1188.4
5761,24-May-2016,1183.1
5762,25-May-2016,1188.6
5763,26-May-2016,1185.8
5764,27-May-2016,1181.0
5765,31-May-2016,1190.6
5766,1-Jun-2016,1190.5
5767,2-Jun-2016,1192.2
5768,3-Jun-2016,1189.6
5770,7-Jun-2016,1186.5
5771,8-Jun-2016,1163.2
5772,9-Jun-2016,1156.5
5773,10-Jun-2016,1155.8
5774,13-Jun-2016,1163.1
5775,14-Jun-2016,1172.8
5776,15-Jun-2016,1172.5
5777,16-Jun-2016,1176.3
5778,17-Jun-2016,1170.1
5779,20-Jun-2016,1170.8
5780,21-Jun-2016,1163.2
5781,22-Jun-2016,1158.2
5782,23-Jun-2016,1155.7
5783,24-Jun-2016,1151.2
5784,27-Jun-2016,1168.5
5785,28-Jun-2016,1183.3
5786,29-Jun-2016,1175.9
5787,30-Jun-2016,1164.7
5788,1-Jul-2016,1152.6
5789,5-Jul-2016,1148.1
5790,6-Jul-2016,1153.0
5791,7-Jul-2016,1165.8
5792,8-Jul-2016,1156.6
5793,11-Jul-2016,1159.2
5794,12-Jul-2016,1147.8
5795,13-Jul-2016,1149.3
5796,14-Jul-2016,1145.7
5797,15-Jul-2016,1141.8
5798,18-Jul-2016,1132.7
5799,19-Jul-2016,1136.3
5800,20-Jul-2016,1138.4
5801,21-Jul-2016,1140.8
5802,22-Jul-2016,1140.2
5803,25-Jul-2016,1135.0
5804,26-Jul-2016,1136.9
5805,27-Jul-2016,1138.4
5806,28-Jul-2016,1134.1
5807,29-Jul-2016,1125.7
5808,1-Aug-2016,1122.4
5809,2-Aug-2016,1111.0
5810,3-Aug-2016,1108.9
5811,4-Aug-2016,1114.0
5812,5-Aug-2016,1113.8
5813,8-Aug-2016,1111.3
5814,9-Aug-2016,1112.7
5815,10-Aug-2016,1107.2
5816,11-Aug-2016,1096.1
5817,12-Aug-2016,1098.6
5819,16-Aug-2016,1101.1
5820,17-Aug-2016,1095.0
5821,18-Aug-2016,1102.3
5822,19-Aug-2016,1106.4
5823,22-Aug-2016,1115.2
5824,23-Aug-2016,1125.3
5825,24-Aug-2016,1117.4
5826,25-Aug-2016,1121.6
5827,26-Aug-2016,1119.0
5828,29-Aug-2016,1113.9
5829,30-Aug-2016,1125.2
5830,31-Aug-2016,1118.5
5831,1-Sep-2016,1117.4
5832,2-Sep-2016,1119.3
5833,6-Sep-2016,1108.2
5834,7-Sep-2016,1105.0
5835,8-Sep-2016,1093.2
5836,9-Sep-2016,1093.2
5837,12-Sep-2016,1099.5
5838,13-Sep-2016,1110.6
5842,19-Sep-2016,1112.3
5843,20-Sep-2016,1120.0
5844,21-Sep-2016,1119.5
5845,22-Sep-2016,1116.8
5846,23-Sep-2016,1103.1
5847,26-Sep-2016,1104.2
5848,27-Sep-2016,1106.9
5849,28-Sep-2016,1103.5
5850,29-Sep-2016,1095.7
5851,30-Sep-2016,1096.3
5853,4-Oct-2016,1102.0
5854,5-Oct-2016,1105.1
5855,6-Oct-2016,1113.8
5856,7-Oct-2016,1111.3
5857,11-Oct-2016,1111.0
5858,12-Oct-2016,1117.2
5859,13-Oct-2016,1123.3
5860,14-Oct-2016,1130.5
5861,17-Oct-2016,1132.9
5862,18-Oct-2016,1140.3
5863,19-Oct-2016,1132.3
5864,20-Oct-2016,1122.8
5865,21-Oct-2016,1124.0
5866,24-Oct-2016,1134.5
5867,25-Oct-2016,1134.5
5868,26-Oct-2016,1136.5
5869,27-Oct-2016,1132.4
5870,28-Oct-2016,1140.2
5871,31-Oct-2016,1145.2
5872,1-Nov-2016,1144.6
5873,2-Nov-2016,1141.8
5874,3-Nov-2016,1148.7
5875,4-Nov-2016,1140.6
5876,7-Nov-2016,1143.4
5877,8-Nov-2016,1141.6
5878,9-Nov-2016,1137.5
5879,10-Nov-2016,1145.8
5880,11-Nov-2016,1151.0
5881,14-Nov-2016,1164.4
5882,15-Nov-2016,1169.8
5883,16-Nov-2016,1168.8
5884,17-Nov-2016,1167.2
5885,18-Nov-2016,1174.4
5886,21-Nov-2016,1182.3
5887,22-Nov-2016,1183.6
5888,23-Nov-2016,1175.5
5889,28-Nov-2016,1178.9
5890,29-Nov-2016,1170.3
5891,30-Nov-2016,1168.5
5892,1-Dec-2016,1168.0
5893,2-Dec-2016,1172.6
5894,5-Dec-2016,1170.5
5895,6-Dec-2016,1173.8
5896,7-Dec-2016,1169.5
5897,8-Dec-2016,1169.4
5898,9-Dec-2016,1159.1
5899,12-Dec-2016,1166.2
5900,13-Dec-2016,1170.2
5901,14-Dec-2016,1165.5
5902,15-Dec-2016,1168.3
5903,16-Dec-2016,1180.1
5904,19-Dec-2016,1183.4
5905,20-Dec-2016,1186.4
5906,21-Dec-2016,1191.2
5907,22-Dec-2016,1194.2
5908,23-Dec-2016,1198.0
5909,27-Dec-2016,1199.4
5910,28-Dec-2016,1205.3
5911,29-Dec-2016,1207.6
5912,30-Dec-2016,1208.5
5913,3-Jan-2017,1207.8
5914,4-Jan-2017,1206.2
5915,5-Jan-2017,1206.7
5916,6-Jan-2017,1191.6
5917,9-Jan-2017,1189.1
5918,10-Jan-2017,1205.5
5919,11-Jan-2017,1198.7
5922,17-Jan-2017,1180.5
5923,18-Jan-2017,1180.9
5925,23-Jan-2017,1172.5
5926,24-Jan-2017,1166.7
5927,25-Jan-2017,1163.6
5928,26-Jan-2017,1166.2
5931,31-Jan-2017,1157.8
5932,1-Feb-2017,1165.5
5933,2-Feb-2017,1155.2
5934,3-Feb-2017,1149.2
5935,6-Feb-2017,1146.8
5936,7-Feb-2017,1137.7
5937,8-Feb-2017,1142.1
5938,9-Feb-2017,1145.4
5939,10-Feb-2017,1145.7
5940,13-Feb-2017,1151.4
5941,14-Feb-2017,1151.9
5942,15-Feb-2017,1144.5
5943,16-Feb-2017,1141.6
5944,17-Feb-2017,1138.9
5945,21-Feb-2017,1147.6
5946,22-Feb-2017,1146.8
5947,23-Feb-2017,1140.9
5948,24-Feb-2017,1138.8
5949,27-Feb-2017,1131.0
5950,28-Feb-2017,1132.1
5952,2-Mar-2017,1132.3
5953,3-Mar-2017,1142.0
5954,6-Mar-2017,1152.7
5955,7-Mar-2017,1156.1
5956,8-Mar-2017,1151.2
5957,9-Mar-2017,1146.6
5958,10-Mar-2017,1156.1
5959,13-Mar-2017,1158.2
5961,15-Mar-2017,1147.3
5962,16-Mar-2017,1146.3
5963,17-Mar-2017,1131.7
5964,20-Mar-2017,1131.4
5965,21-Mar-2017,1124.5
5966,22-Mar-2017,1117.5
5967,23-Mar-2017,1123.8
5968,24-Mar-2017,1120.0
5969,27-Mar-2017,1122.7
5970,28-Mar-2017,1114.2
5971,29-Mar-2017,1112.5
5972,30-Mar-2017,1114.0
5973,31-Mar-2017,1116.1
5974,3-Apr-2017,1119.3
5975,4-Apr-2017,1113.8
5976,5-Apr-2017,1118.9
5977,6-Apr-2017,1124.0
5978,7-Apr-2017,1131.0
5979,10-Apr-2017,1134.6
5980,11-Apr-2017,1141.6
5981,12-Apr-2017,1145.8
5982,13-Apr-2017,1145.2
5983,14-Apr-2017,1131.9
5984,17-Apr-2017,1138.8
5985,18-Apr-2017,1136.5
5986,19-Apr-2017,1137.9
5987,20-Apr-2017,1139.8
5988,21-Apr-2017,1141.4
5989,24-Apr-2017,1136.6
5990,25-Apr-2017,1131.7
5991,26-Apr-2017,1130.5
5992,27-Apr-2017,1125.1
5993,28-Apr-2017,1130.1
5995,2-May-2017,1133.4
5997,4-May-2017,1130.7
5999,8-May-2017,1132.1
6000,9-May-2017,1132.1
6001,10-May-2017,1132.4
6002,11-May-2017,1134.5
6003,12-May-2017,1130.4
6004,15-May-2017,1126.8
6005,16-May-2017,1125.4
6006,17-May-2017,1117.7
6007,18-May-2017,1118.4
6008,19-May-2017,1125.2
6009,22-May-2017,1127.5
6010,23-May-2017,1117.1
6011,24-May-2017,1120.6
6012,25-May-2017,1126.6
6013,26-May-2017,1118.0
6014,30-May-2017,1120.1
6015,31-May-2017,1123.9
6016,1-Jun-2017,1121.8
6017,2-Jun-2017,1120.4
6018,5-Jun-2017,1120.9
6020,7-Jun-2017,1118.4
6021,8-Jun-2017,1122.0
6022,9-Jun-2017,1125.0
6023,12-Jun-2017,1121.6
6024,13-Jun-2017,1126.0
6025,14-Jun-2017,1128.9
6026,15-Jun-2017,1125.6
6027,16-Jun-2017,1122.8
6028,19-Jun-2017,1133.0
6029,20-Jun-2017,1131.4
6030,21-Jun-2017,1137.0
6031,22-Jun-2017,1142.2
6032,23-Jun-2017,1140.8
6033,26-Jun-2017,1140.1
6034,27-Jun-2017,1135.2
6035,28-Jun-2017,1136.4
6036,29-Jun-2017,1141.7
6037,30-Jun-2017,1139.6
6039,5-Jul-2017,1149.3
6040,6-Jul-2017,1149.3
6041,7-Jul-2017,1153.5
6042,10-Jul-2017,1155.8
6043,11-Jul-2017,1149.9
6044,12-Jul-2017,1150.1
6045,13-Jul-2017,1145.6
6046,14-Jul-2017,1137.5
6047,17-Jul-2017,1136.0
6048,18-Jul-2017,1128.2
6049,19-Jul-2017,1126.3
6050,20-Jul-2017,1121.8
6051,21-Jul-2017,1124.9
6052,24-Jul-2017,1121.2
6053,25-Jul-2017,1116.1
6054,26-Jul-2017,1116.1
6055,27-Jul-2017,1120.3
6056,28-Jul-2017,1112.5
6057,31-Jul-2017,1119.1
6058,1-Aug-2017,1121.9
6059,2-Aug-2017,1118.0
6060,3-Aug-2017,1123.2
6061,4-Aug-2017,1127.6
6062,7-Aug-2017,1125.4
6063,8-Aug-2017,1127.3
6064,9-Aug-2017,1125.4
6065,10-Aug-2017,1134.7
6066,11-Aug-2017,1141.1
6067,14-Aug-2017,1146.3
6069,16-Aug-2017,1138.2
6070,17-Aug-2017,1139.6
6071,18-Aug-2017,1135.9
6072,21-Aug-2017,1142.0
6073,22-Aug-2017,1138.3
6074,23-Aug-2017,1135.6
6075,24-Aug-2017,1130.9
6076,25-Aug-2017,1127.3
6077,28-Aug-2017,1129.2
6078,29-Aug-2017,1120.4
6079,30-Aug-2017,1126.2
6080,31-Aug-2017,1122.8
6081,1-Sep-2017,1125.8
6082,5-Sep-2017,1131.5
6083,6-Sep-2017,1131.3
6084,7-Sep-2017,1133.7
6085,8-Sep-2017,1129.6
6086,11-Sep-2017,1126.8
6087,12-Sep-2017,1129.5
6088,13-Sep-2017,1129.8
6089,14-Sep-2017,1127.5
6090,15-Sep-2017,1132.5
6091,18-Sep-2017,1133.5
6092,19-Sep-2017,1127.9
6093,20-Sep-2017,1130.0
6094,21-Sep-2017,1129.1
6095,22-Sep-2017,1132.8
6096,25-Sep-2017,1136.3
6097,26-Sep-2017,1130.7
6098,27-Sep-2017,1136.3
6099,28-Sep-2017,1139.4
6100,29-Sep-2017,1146.7
6106,10-Oct-2017,1145.7
6107,11-Oct-2017,1138.2
6108,12-Oct-2017,1135.2
6109,13-Oct-2017,1133.7
6110,16-Oct-2017,1130.8
6111,17-Oct-2017,1127.3
6112,18-Oct-2017,1131.4
6113,19-Oct-2017,1130.4
6114,20-Oct-2017,1132.3
6115,23-Oct-2017,1131.9
6116,24-Oct-2017,1131.9
6117,25-Oct-2017,1128.3
6118,26-Oct-2017,1128.3
6119,27-Oct-2017,1124.7
6120,30-Oct-2017,1130.0
6121,31-Oct-2017,1125.0
6122,1-Nov-2017,1121.2
6123,2-Nov-2017,1116.8
6124,3-Nov-2017,1113.3
6125,6-Nov-2017,1112.7
6126,7-Nov-2017,1116.7
6127,8-Nov-2017,1111.6
6128,9-Nov-2017,1114.3
6129,10-Nov-2017,1114.3
6130,13-Nov-2017,1117.2
6131,14-Nov-2017,1120.7
6132,15-Nov-2017,1118.5
6133,16-Nov-2017,1114.4
6134,17-Nov-2017,1104.1
6135,20-Nov-2017,1096.1
6136,21-Nov-2017,1098.9
6137,22-Nov-2017,1097.3
6138,27-Nov-2017,1085.0
6139,28-Nov-2017,1087.6
6140,29-Nov-2017,1088.3
6141,30-Nov-2017,1082.4
6142,1-Dec-2017,1085.1
6143,4-Dec-2017,1087.1
6144,5-Dec-2017,1088.3
6145,6-Dec-2017,1084.3
6146,7-Dec-2017,1091.9
6147,8-Dec-2017,1092.7
6148,11-Dec-2017,1093.4
6149,12-Dec-2017,1092.4
6150,13-Dec-2017,1090.1
6151,14-Dec-2017,1091.9
6152,15-Dec-2017,1086.7
6153,18-Dec-2017,1089.3
6154,19-Dec-2017,1089.1
6155,20-Dec-2017,1086.8
6156,21-Dec-2017,1082.9
6157,22-Dec-2017,1080.6
6158,26-Dec-2017,1079.2
6159,27-Dec-2017,1077.1
6160,28-Dec-2017,1075.2
6161,29-Dec-2017,1071.4
6162,2-Jan-2018,1071.4
6163,3-Jan-2018,1064.3
6164,4-Jan-2018,1065.4
6165,5-Jan-2018,1065.5
6166,8-Jan-2018,1062.1
6167,9-Jan-2018,1065.2
6168,10-Jan-2018,1067.1
6169,11-Jan-2018,1070.7
6170,12-Jan-2018,1071.2
6171,16-Jan-2018,1061.3
6172,17-Jan-2018,1064.0
6173,18-Jan-2018,1065.8
6174,19-Jan-2018,1069.4
6175,22-Jan-2018,1067.3
6176,23-Jan-2018,1068.9
6177,24-Jan-2018,1069.7
6178,25-Jan-2018,1070.6
6179,26-Jan-2018,1061.7
6180,29-Jan-2018,1064.8
6181,30-Jan-2018,1064.8
6182,31-Jan-2018,1071.5
6183,1-Feb-2018,1071.0
6184,2-Feb-2018,1071.1
6185,5-Feb-2018,1076.7
6186,6-Feb-2018,1089.8
6187,7-Feb-2018,1094.3
6188,8-Feb-2018,1083.3
6189,9-Feb-2018,1087.8
6190,12-Feb-2018,1092.7
6191,13-Feb-2018,1083.4
6192,14-Feb-2018,1082.8
6195,20-Feb-2018,1068.0
6196,21-Feb-2018,1070.3
6197,22-Feb-2018,1075.3
6198,23-Feb-2018,1082.9
6199,26-Feb-2018,1078.5
6200,27-Feb-2018,1073.7
6201,28-Feb-2018,1071.0
6203,2-Mar-2018,1081.9
6204,5-Mar-2018,1081.3
6205,6-Mar-2018,1080.5
6206,7-Mar-2018,1075.4
6207,8-Mar-2018,1068.7
6208,9-Mar-2018,1068.4
6209,12-Mar-2018,1069.2
6210,13-Mar-2018,1064.3
6211,14-Mar-2018,1065.8
6212,15-Mar-2018,1065.8
6213,16-Mar-2018,1065.8
6214,19-Mar-2018,1069.6
6215,20-Mar-2018,1071.2
6217,22-Mar-2018,1071.4
6218,23-Mar-2018,1069.2
6219,26-Mar-2018,1080.8
6220,27-Mar-2018,1081.2
6221,28-Mar-2018,1072.2
6222,29-Mar-2018,1069.4
6223,30-Mar-2018,1066.5
6224,2-Apr-2018,1064.4
6225,3-Apr-2018,1058.1
6226,4-Apr-2018,1057.8
6227,5-Apr-2018,1057.6
6228,6-Apr-2018,1059.5
6229,9-Apr-2018,1066.0
6230,10-Apr-2018,1067.5
6231,11-Apr-2018,1067.7
6232,12-Apr-2018,1066.4
6233,13-Apr-2018,1068.7
6234,16-Apr-2018,1070.0
6235,17-Apr-2018,1073.1
6236,18-Apr-2018,1068.4
6237,19-Apr-2018,1066.5
6238,20-Apr-2018,1063.5
6239,23-Apr-2018,1067.3
6240,24-Apr-2018,1068.9
6241,25-Apr-2018,1076.9
6242,26-Apr-2018,1078.7
6243,27-Apr-2018,1079.7
6244,30-Apr-2018,1076.2
6246,2-May-2018,1067.5
6247,3-May-2018,1074.9
6248,4-May-2018,1076.5
6250,8-May-2018,1076.7
6251,9-May-2018,1078.2
6252,10-May-2018,1081.3
6253,11-May-2018,1075.3
6254,14-May-2018,1068.6
6255,15-May-2018,1066.6
6256,16-May-2018,1072.6
6257,17-May-2018,1078.7
6258,18-May-2018,1079.3
6259,21-May-2018,1080.0
6261,23-May-2018,1083.8
6262,24-May-2018,1078.8
6263,25-May-2018,1079.7
6264,29-May-2018,1073.2
6265,30-May-2018,1076.1
6266,31-May-2018,1081.3
6267,1-Jun-2018,1076.4
6268,4-Jun-2018,1076.0
6269,5-Jun-2018,1070.9
6271,7-Jun-2018,1069.6
6272,8-Jun-2018,1067.9
6273,11-Jun-2018,1073.2
6274,12-Jun-2018,1073.5
6276,14-Jun-2018,1075.1
6277,15-Jun-2018,1082.5
6278,18-Jun-2018,1091.4
6279,19-Jun-2018,1104.4
6280,20-Jun-2018,1105.5
6281,21-Jun-2018,1108.0
6282,22-Jun-2018,1109.0
6283,25-Jun-2018,1108.9
6284,26-Jun-2018,1116.1
6285,27-Jun-2018,1115.2
6286,28-Jun-2018,1117.9
6287,29-Jun-2018,1121.7
6288,2-Jul-2018,1117.2
6289,3-Jul-2018,1117.4
6290,5-Jul-2018,1115.3
6291,6-Jul-2018,1118.4
6292,9-Jul-2018,1117.8
6293,10-Jul-2018,1112.3
6294,11-Jul-2018,1113.8
6295,12-Jul-2018,1120.8
6296,13-Jul-2018,1127.8
6297,16-Jul-2018,1123.4
6298,17-Jul-2018,1128.7
6299,18-Jul-2018,1125.2
6300,19-Jul-2018,1128.9
6301,20-Jul-2018,1131.2
6302,23-Jul-2018,1134.8
6303,24-Jul-2018,1128.5
6304,25-Jul-2018,1135.2
6305,26-Jul-2018,1127.5
6306,27-Jul-2018,1119.6
6307,30-Jul-2018,1120.0
6308,31-Jul-2018,1116.7
6309,1-Aug-2018,1117.9
6310,2-Aug-2018,1119.3
6311,3-Aug-2018,1122.6
6312,6-Aug-2018,1128.1
6313,7-Aug-2018,1123.5
6314,8-Aug-2018,1125.7
6315,9-Aug-2018,1118.8
6316,10-Aug-2018,1117.9
6317,13-Aug-2018,1126.3
6318,14-Aug-2018,1133.7
6320,16-Aug-2018,1132.1
6321,17-Aug-2018,1130.7
6322,20-Aug-2018,1125.6
6323,21-Aug-2018,1121.7
6324,22-Aug-2018,1118.2
6325,23-Aug-2018,1118.7
6326,24-Aug-2018,1120.8
6327,27-Aug-2018,1121.8
6328,28-Aug-2018,1114.3
6329,29-Aug-2018,1110.0
6330,30-Aug-2018,1108.8
6331,31-Aug-2018,1108.8
6332,4-Sep-2018,1113.5
6333,5-Sep-2018,1114.2
6334,6-Sep-2018,1117.6
6335,7-Sep-2018,1121.2
6336,10-Sep-2018,1123.1
6337,11-Sep-2018,1128.1
6338,12-Sep-2018,1126.8
6339,13-Sep-2018,1127.3
6340,14-Sep-2018,1121.2
6341,17-Sep-2018,1119.2
6342,18-Sep-2018,1126.2
6343,19-Sep-2018,1126.3
6344,20-Sep-2018,1123.0
6345,21-Sep-2018,1119.9
6349,27-Sep-2018,1116.6
6350,28-Sep-2018,1112.7
6351,1-Oct-2018,1110.2
6352,2-Oct-2018,1110.9
6354,4-Oct-2018,1116.4
6355,5-Oct-2018,1128.3
6357,10-Oct-2018,1131.7
6358,11-Oct-2018,1132.5
6359,12-Oct-2018,1142.5
6360,15-Oct-2018,1133.3
6361,16-Oct-2018,1133.4
6362,17-Oct-2018,1128.1
6363,18-Oct-2018,1125.0
6364,19-Oct-2018,1132.6
6365,22-Oct-2018,1134.3
6366,23-Oct-2018,1130.9
6367,24-Oct-2018,1135.8
6368,25-Oct-2018,1132.2
6369,26-Oct-2018,1138.5
6370,29-Oct-2018,1140.6
6371,30-Oct-2018,1138.6
6372,31-Oct-2018,1140.6
6373,1-Nov-2018,1139.2
6374,2-Nov-2018,1138.8
6375,5-Nov-2018,1125.5
6376,6-Nov-2018,1122.7
6377,7-Nov-2018,1122.5
6378,8-Nov-2018,1120.9
6379,9-Nov-2018,1118.4
6380,12-Nov-2018,1125.7
6381,13-Nov-2018,1132.0
6382,14-Nov-2018,1135.7
6383,15-Nov-2018,1132.4
6384,16-Nov-2018,1130.3
6385,19-Nov-2018,1128.7
6386,20-Nov-2018,1127.4
6387,21-Nov-2018,1127.5
6388,26-Nov-2018,1130.5
6389,27-Nov-2018,1129.9
6390,28-Nov-2018,1129.7
6391,29-Nov-2018,1128.9
6392,30-Nov-2018,1121.8
6393,3-Dec-2018,1120.3
6394,4-Dec-2018,1113.7
6396,6-Dec-2018,1113.6
6397,7-Dec-2018,1117.8
6398,10-Dec-2018,1118.2
6399,11-Dec-2018,1124.7
6400,12-Dec-2018,1129.4
6401,13-Dec-2018,1127.6
6402,14-Dec-2018,1124.0
6403,17-Dec-2018,1129.2
6404,18-Dec-2018,1131.6
6405,19-Dec-2018,1129.9
6406,20-Dec-2018,1125.1
6407,21-Dec-2018,1128.9
6408,26-Dec-2018,1125.2
6409,27-Dec-2018,1125.6
6410,28-Dec-2018,1121.3
6411,2-Jan-2019,1118.1
6412,3-Jan-2019,1119.0
6413,4-Jan-2019,1127.5
6414,7-Jan-2019,1125.2
6415,8-Jan-2019,1118.0
6416,9-Jan-2019,1121.7
6417,10-Jan-2019,1121.6
6418,11-Jan-2019,1118.9
6419,14-Jan-2019,1117.6
6420,15-Jan-2019,1121.4
6421,16-Jan-2019,1120.1
6422,17-Jan-2019,1122.0
6423,18-Jan-2019,1121.4
6424,22-Jan-2019,1126.5
6425,23-Jan-2019,1130.2
6426,24-Jan-2019,1128.2
6427,25-Jan-2019,1128.0
6428,28-Jan-2019,1125.1
6429,29-Jan-2019,1116.9
6430,30-Jan-2019,1118.1
6431,31-Jan-2019,1117.2
6432,1-Feb-2019,1111.6
6436,7-Feb-2019,1116.8
6437,8-Feb-2019,1123.4
6438,11-Feb-2019,1124.5
6439,12-Feb-2019,1124.5
6440,13-Feb-2019,1124.6
6441,14-Feb-2019,1121.7
6442,15-Feb-2019,1125.0
6443,19-Feb-2019,1124.7
6444,20-Feb-2019,1127.5
6445,21-Feb-2019,1122.6
6446,22-Feb-2019,1124.4
6447,25-Feb-2019,1125.7
6448,26-Feb-2019,1120.8
6449,27-Feb-2019,1118.3
6450,28-Feb-2019,1117.8
6452,4-Mar-2019,1124.9
6453,5-Mar-2019,1125.0
6454,6-Mar-2019,1125.8
6455,7-Mar-2019,1127.8
6456,8-Mar-2019,1128.3
6457,11-Mar-2019,1134.0
6458,12-Mar-2019,1134.5
6459,13-Mar-2019,1128.7
6460,14-Mar-2019,1131.5
6461,15-Mar-2019,1132.7
6462,18-Mar-2019,1136.1
6463,19-Mar-2019,1133.7
6464,20-Mar-2019,1130.9
6465,21-Mar-2019,1130.4
6466,22-Mar-2019,1125.8
6467,25-Mar-2019,1129.8
6468,26-Mar-2019,1134.9
6469,27-Mar-2019,1132.1
6470,28-Mar-2019,1134.7
6471,29-Mar-2019,1137.8
6472,1-Apr-2019,1136.1
6473,2-Apr-2019,1132.7
6474,3-Apr-2019,1135.8
6475,4-Apr-2019,1134.9
6476,5-Apr-2019,1135.5
6477,8-Apr-2019,1136.4
6478,9-Apr-2019,1141.4
6479,10-Apr-2019,1142.8
6480,11-Apr-2019,1142.2
6481,12-Apr-2019,1139.2
6482,15-Apr-2019,1140.5
6483,16-Apr-2019,1133.9
6484,17-Apr-2019,1135.7
6485,18-Apr-2019,1136.1
6486,19-Apr-2019,1136.2
6487,22-Apr-2019,1137.1
6488,23-Apr-2019,1140.8
6489,24-Apr-2019,1141.1
6490,25-Apr-2019,1146.9
6491,26-Apr-2019,1158.7
6492,29-Apr-2019,1159.7
6493,30-Apr-2019,1158.2
6495,2-May-2019,1163.8
6496,3-May-2019,1163.9
6498,7-May-2019,1169.4
6499,8-May-2019,1169.8
6500,9-May-2019,1169.9
6501,10-May-2019,1175.8
6502,13-May-2019,1178.1
6503,14-May-2019,1183.1
6504,15-May-2019,1187.0
6505,16-May-2019,1189.4
6506,17-May-2019,1189.8
6507,20-May-2019,1192.7
6508,21-May-2019,1192.9
6509,22-May-2019,1193.3
6510,23-May-2019,1194.6
6511,24-May-2019,1191.2
6512,28-May-2019,1184.1
6513,29-May-2019,1187.6
6514,30-May-2019,1193.1
6515,31-May-2019,1190.0
6516,3-Jun-2019,1191.2
6517,4-Jun-2019,1183.0
6518,5-Jun-2019,1181.5
6520,7-Jun-2019,1179.8
6521,10-Jun-2019,1179.5
6522,11-Jun-2019,1184.0
6523,12-Jun-2019,1181.7
6524,13-Jun-2019,1181.7
6525,14-Jun-2019,1184.7
6526,17-Jun-2019,1184.0
6527,18-Jun-2019,1186.3
6528,19-Jun-2019,1185.0
6529,20-Jun-2019,1177.0
6530,21-Jun-2019,1167.7
6531,24-Jun-2019,1162.0
6532,25-Jun-2019,1157.9
6533,26-Jun-2019,1154.7
6534,27-Jun-2019,1158.2
6535,28-Jun-2019,1156.8
6536,1-Jul-2019,1156.4
6537,2-Jul-2019,1155.4
6538,3-Jul-2019,1164.8
6540,8-Jul-2019,1170.4
6541,9-Jul-2019,1178.5
6542,10-Jul-2019,1179.9
6543,11-Jul-2019,1181.4
6544,12-Jul-2019,1173.8
6545,15-Jul-2019,1177.3
6546,16-Jul-2019,1179.2
6547,17-Jul-2019,1178.5
6548,18-Jul-2019,1180.4
6549,19-Jul-2019,1179.5
6550,22-Jul-2019,1173.4
6551,23-Jul-2019,1177.6
6552,24-Jul-2019,1178.4
6553,25-Jul-2019,1178.2
6554,26-Jul-2019,1179.8
6555,29-Jul-2019,1184.2
6556,30-Jul-2019,1183.4
6557,31-Jul-2019,1182.0
6558,1-Aug-2019,1181.9
6559,2-Aug-2019,1188.5
6560,5-Aug-2019,1194.8
6561,6-Aug-2019,1211.8
6562,7-Aug-2019,1214.3
6563,8-Aug-2019,1214.5
6564,9-Aug-2019,1211.3
6565,12-Aug-2019,1209.7
6566,13-Aug-2019,1215.6
6567,14-Aug-2019,1218.9
6569,16-Aug-2019,1211.7
6570,19-Aug-2019,1213.3
6571,20-Aug-2019,1210.7
6572,21-Aug-2019,1210.2
6573,22-Aug-2019,1204.0
6574,23-Aug-2019,1205.1
6575,26-Aug-2019,1212.2
6576,27-Aug-2019,1218.2
6577,28-Aug-2019,1213.1
6578,29-Aug-2019,1213.5
6579,30-Aug-2019,1215.2
6580,3-Sep-2019,1211.9
6581,4-Sep-2019,1215.2
6582,5-Sep-2019,1209.7
6583,6-Sep-2019,1199.6
6584,9-Sep-2019,1196.9
6585,10-Sep-2019,1192.4
6586,11-Sep-2019,1191.9
6589,16-Sep-2019,1191.4
6590,17-Sep-2019,1184.0
6591,18-Sep-2019,1188.3
6592,19-Sep-2019,1190.5
6593,20-Sep-2019,1195.1
6594,23-Sep-2019,1191.1
6595,24-Sep-2019,1193.1
6596,25-Sep-2019,1194.0
6597,26-Sep-2019,1198.3
6598,27-Sep-2019,1199.1
6599,30-Sep-2019,1201.3
6600,1-Oct-2019,1199.2
6601,2-Oct-2019,1198.2
6603,4-Oct-2019,1203.7
6604,7-Oct-2019,1197.0
6605,8-Oct-2019,1196.5
